age_of_property,coop_condo,dining_room_type,fuel_type,garage_exists,kitchen_type,maintenance_cost,num_bedrooms,num_full_bathrooms,num_half_bathrooms,num_total_rooms,parking_charges,pct_tax_deductibl,sale_price,sq_footage,total_taxes,zip_code,common_charges_numeric_dollars
25,condo,NA,gas,0,combo,NA,1,1,0,3,0,0,NA,650,1900,11355,246
74,co-op,combo,gas,0,eatin,620,1,1,0,3,38,0,NA,NA,NA,11423,0
54,co-op,combo,oil,0,efficiency kitchen,544,NA,1,0,3,0,0,NA,NA,NA,11432,0
74,co-op,combo,oil,0,efficiency kitchen,NA,1,1,0,4,0,0,NA,NA,1500,11432,0
8,condo,formal,gas,1,eatin,NA,2,2,0,5,0,0,NA,988,16,11415,347
16,condo,combo,gas,0,eatin,162,1,1,0,3,0,0,NA,NA,616,11379,0
37,condo,combo,gas,0,combo,NA,2,1,0,4,0,0,NA,NA,3588,11355,480
41,condo,formal,gas,1,eatin,NA,2,2,0,5,99,0,NA,NA,5100,11360,956
14,condo,formal,gas,0,combo,NA,3,2,0,6,0,0,NA,1500,250,11385,250
14,condo,formal,gas,0,combo,NA,3,2,0,6,0,0,NA,1600,250,11385,250
42,condo,formal,gas,1,combo,NA,2,2,0,5,0,0,NA,1134,3785,11360,792
69,co-op,combo,gas,0,efficiency kitchen,349,3,1,0,3,0,0,NA,NA,NA,11421,0
112,co-op,NA,electric,0,efficiency kitchene,738,NA,1,0,2,0,43,NA,NA,NA,11375,0
71,co-op,combo,gas,0,combo,1435,3,1,0,5,60,39,NA,NA,NA,11357,0
83,condo,formal,gas,0,efficiency kitchen,NA,4,1,0,7,0,0,NA,1524,5776,11375,0
67,condo,NA,oil,0,combo,NA,1,1,0,3,0,0,NA,NA,2256,11375,268
71,co-op,combo,gas,0,combo,1415,3,1,0,5,60,0,NA,NA,NA,11357,0
20,condo,other,gas,0,eatin,NA,1,1,0,3,0,0,NA,550,357,11368,185
64,co-op,NA,gas,0,combo,1750,3,3,0,6,145,50,NA,1650,NA,11375,0
59,co-op,NA,gas,1,combo,1141,2,1,0,4,0,0,NA,NA,NA,11375,0
64,co-op,formal,gas,0,eatin,1000,2,1,0,6,0,0,NA,1300,NA,11375,0
71,co-op,combo,gas,0,combo,976,1,1,0,3,60,0,NA,850,NA,11357,0
69,co-op,formal,gas,0,eatin,1477,3,2,0,6,0,0,NA,1350,NA,11375,0
71,co-op,combo,oil,0,eatin,1072,2,1,0,5,0,0,NA,NA,NA,11375,0
69,co-op,formal,oil,0,eatin,1477,3,2,0,6,0,0,NA,NA,NA,11375,0
74,co-op,combo,oil,0,efficiency kitchen,683,1,1,0,0,0,50,NA,850,NA,11375,0
18,condo,other,gas,0,eatin,214,2,1,0,5,0,0,NA,NA,480,11368,0
15,condo,combo,gas,1,efficiency kitchen,NA,3,2,0,6,0,0,NA,847,500,11368,199
15,condo,combo,gas,0,combo,NA,1,1,1,4,0,0,NA,592,631,11368,170
14,condo,formal,gas,0,efficiency,NA,2,2,0,6,0,0,NA,860,300,11368,170
24,condo,NA,gas,0,eatin,NA,1,1,0,3,0,0,NA,620,1200,11368,239
72,co-op,combo,oil,0,eatin,494,1,1,0,1,0,50,NA,500,NA,11375,0
74,co-op,combo,NA,0,efficiency kitchen,1524,4,2,0,8,0,0,NA,NA,NA,11375,0
85,co-op,NA,oil,1,eatin,909,1,1,0,3,165,50,NA,100,NA,11375,0
28,co-op,other,oil,0,eatin,606,1,1,0,3,0,0,NA,NA,NA,11369,0
74,co-op,other,oil,0,efficiency kitchen,700,1,1,0,3,0,0,NA,NA,NA,11369,0
13,condo,formal,gas,0,eatin,NA,3,2,0,7,0,0,NA,NA,250,11368,100
85,co-op,none,oil,0,eatin,854,1,1,0,3,0,0,NA,850,NA,11375,0
66,co-op,combo,oil,0,efficiency,962,1,1,0,3,60,0,NA,NA,NA,11357,0
59,co-op,formal,oil,1,eatin,1833,2,2,0,5,185,0,NA,1300,NA,11375,0
59,co-op,NA,oil,1,eatin,1493,2,2,0,5,185,32,NA,NA,NA,11375,0
60,co-op,formal,oil,1,eatin,1001,1,1,0,4,185,0,NA,NA,NA,11375,0
59,co-op,formal,oil,1,efficiency kitchen,1240,2,1,0,4,185,0,NA,NA,NA,11375,0
59,co-op,formal,gas,0,eatin,1547,2,2,0,5,185,0,NA,NA,NA,11375,0
59,co-op,NA,oil,1,eatin,1949,2,2,0,5,185,32,NA,NA,NA,11375,0
59,co-op,formal,gas,0,combo,1832,2,2,0,5,0,0,NA,1300,NA,11375,0
68,co-op,formal,oil,0,eatin,625,1,1,0,3,150,45,NA,750,NA,11375,0
65,co-op,combo,oil,0,combo,620,1,1,0,3,0,0,NA,NA,NA,11375,0
92,co-op,combo,gas,0,eatin,737,1,1,0,4,0,40,NA,NA,NA,11375,0
82,co-op,other,oil,0,combo,700,1,1,0,3,0,50,NA,NA,NA,11375,0
73,condo,combo,gas,0,combo,NA,5,2,0,5,0,0,NA,980,4057,11375,280
73,co-op,combo,oil,1,eatin,2128,3,2,0,6,0,0,NA,NA,NA,11375,0
84,co-op,combo,gas,0,eatin,570,NA,1,0,2,0,0,NA,NA,NA,11375,0
59,co-op,combo,gas,0,combo,656,1,1,0,3,0,0,NA,NA,NA,11375,0
17,co-op,formal,gas,0,eatin,NA,2,1,0,5,0,0,NA,1100,NA,11375,0
75,co-op,combo,gas,0,efficiency kitchen,NA,1,1,0,4,0,0,NA,NA,554,11375,0
88,co-op,formal,gas,0,combo,795,2,1,0,4,255,0,NA,NA,NA,11375,0
32,condo,combo,gas,0,eatin,NA,1,1,1,5,0,0,NA,904,289,11375,945
32,condo,formal,gas,1,efficiency kitchen,NA,1,1,1,4,0,0,NA,914,4802,11375,926
NA,co-op,NA,NA,0,NA,NA,NA,1,0,4,0,0,NA,NA,NA,11375,0
16,condo,combo,gas,0,combo,NA,2,1,1,5,0,0,NA,1742,269,11368,360
16,condo,combo,gas,0,eatin,NA,2,1,1,5,0,0,NA,751,288,11368,244
68,co-op,combo,NA,0,eatin,1329,3,2,0,5,142,0,NA,NA,NA,11375,0
18,condo,combo,gas,0,eatin,NA,1,1,0,3,0,0,NA,NA,260,11368,139
74,co-op,NA,oil,0,eatin,748,1,1,0,3,0,42,NA,NA,NA,11375,0
84,co-op,other,gas,1,combo,933,2,1,0,4,0,0,NA,NA,NA,11375,0
83,co-op,formal,oil,1,eatin,1285,2,1,0,4,0,0,NA,NA,NA,11375,0
83,co-op,combo,oil,0,efficiency kitchen,1042,2,1,0,4,0,75,NA,928,NA,11375,0
96,co-op,other,oil,0,eatin,797,2,1,0,4,0,50,NA,1000,NA,11415,0
88,co-op,formal,gas,0,eatin,1177,2,2,0,5,0,0,NA,1300,NA,11415,0
84,co-op,other,gas,0,eatin,820,1,1,0,4,0,50,NA,NA,NA,11415,0
59,co-op,NA,gas,1,NA,1820,3,3,0,6,200,50,NA,1700,NA,11375,0
59,co-op,combo,gas,1,combo,973,1,1,0,3,150,50,NA,750,NA,11415,0
50,co-op,combo,NA,0,efficiemcy,1042,1,1,0,3,127,48,NA,800,NA,11415,0
50,co-op,formal,NA,1,eatin,1483,2,2,0,5,115,50,NA,1050,NA,11415,0
74,co-op,formal,gas,0,eatin,750,1,1,0,4,0,0,NA,800,NA,11415,0
35,condo,combo,gas,0,combo,NA,2,2,0,4,0,0,NA,1005,3987,11415,300
35,condo,formal,gas,0,combo,NA,3,3,0,7,0,0,NA,NA,4700,11356,541
41,condo,NA,gas,0,none,180,1,1,0,3,0,0,NA,NA,4500,11356,0
39,condo,combo,gas,0,eatin,755,2,2,1,5,0,0,NA,1800,5500,11360,120
74,co-op,combo,gas,0,eatin,880,1,1,0,3,0,0,NA,NA,NA,11415,0
87,co-op,formal,electric,0,eatin,1249,3,2,0,6,0,0,NA,NA,NA,11415,0
64,co-op,combo,oil,1,efficiency kitchen,891,1,1,0,3,220,0,NA,NA,NA,11415,0
64,co-op,combo,gas,0,efficiency,427,NA,1,0,2,0,0,NA,NA,NA,11415,0
7,condo,combo,gas,0,efficiency kitchen,NA,1,1,0,2,0,0,NA,712,5217,11354,0
64,co-op,other,NA,0,efficiency kitchen,894,2,1,1,6,90,0,NA,NA,NA,11415,0
39,condo,NA,gas,1,eatin,NA,3,2,1,6,0,0,NA,2200,6533,11360,755
21,condo,combo,gas,0,eatin,NA,NA,2,0,4,0,0,NA,980,3579,11355,0
37,condo,combo,gas,0,combo,NA,1,1,0,3,0,0,NA,621,5241,11355,617
37,condo,NA,gas,0,eatin,NA,2,2,0,6,0,0,NA,NA,5797,11355,450
23,condo,combo,gas,0,combo,NA,2,2,0,5,0,0,NA,1027,4800,11355,447
74,co-op,combo,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,800,NA,11355,655
9,condo,combo,gas,0,combo,NA,1,1,0,4,0,0,NA,NA,17,11355,133
37,condo,combo,gas,0,combo,NA,1,1,0,3,0,0,NA,650,3108,11355,300
62,co-op,formal,oil,0,eatin,480,1,1,0,4,0,0,NA,735,NA,11354,0
62,co-op,formal,oil,0,eatin,577,1,1,0,4,0,0,NA,750,NA,11354,0
62,co-op,formal,gas,0,combo,415,1,1,0,4,0,0,NA,NA,NA,11354,0
9,condo,formal,gas,0,eatin,NA,NA,1,0,2,0,0,NA,495,153,11354,224
9,condo,formal,gas,0,eatin,NA,1,1,0,2,0,0,NA,680,196,11354,321
9,condo,formal,gas,0,eatin,NA,NA,1,0,2,0,0,NA,680,196,11354,321
9,condo,formal,gas,0,eatin,NA,1,1,0,2,0,0,NA,680,196,11354,321
74,co-op,other,gas,0,combo,552,1,1,0,3,0,0,NA,NA,NA,11355,0
38,condo,combo,gas,0,eatin,NA,2,2,0,5,0,0,NA,NA,3200,11355,450
96,co-op,combo,gas,0,combo,615,1,1,0,3,0,0,NA,600,NA,11355,0
74,co-op,formal,NA,0,efficiency kitchen,988,2,1,0,4,0,0,NA,NA,NA,11367,0
84,co-op,NA,oil,0,eatin,980,2,1,0,7,0,0,NA,NA,NA,11367,0
23,condo,NA,gas,0,combo,NA,2,2,0,5,0,0,NA,728,3737,11354,630
NA,co-op,combo,gas,0,eatin,632,1,1,0,3,0,0,NA,NA,NA,11355,0
61,co-op,combo,gas,0,eatin,463,1,1,0,3,0,0,NA,NA,NA,11355,0
64,co-op,formal,gas,0,eatin,901,2,1,1,5,0,0,NA,NA,NA,11354,0
38,condo,combo,gas,0,efficiency,NA,2,2,0,4,0,0,NA,871,2556,"138-35 Elder Ave,  Flushing NY, 1135",536
74,co-op,combo,NA,0,eatin,1013,2,1,0,5,0,0,NA,1100,NA,11367,0
60,co-op,NA,oil,0,eatin,792,2,1,0,4,0,50,NA,NA,NA,11355,0
72,co-op,combo,gas,1,eatin,588,1,1,0,3,100,0,NA,NA,NA,11435,0
66,co-op,combo,oil,1,efficiency kitchen,718,1,1,0,3,0,50,NA,800,NA,11435,0
66,co-op,combo,oil,0,efficiency kitchen,786,2,1,0,4,0,50,NA,975,NA,11435,0
66,co-op,combo,oil,0,efficiency kitchen,837,2,1,0,4,0,50,NA,975,NA,11435,0
66,co-op,combo,oil,1,efficiency,667,1,1,0,3,0,50,NA,800,NA,11435,0
74,co-op,combo,oil,0,efficiency kitchen,739,1,1,0,4,154,53,NA,800,NA,11435,0
25,condo,combo,gas,0,combo,NA,2,2,0,5,0,0,NA,896,4800,11354,297
NA,condo,combo,gas,0,combo,396,2,2,0,5,0,0,NA,NA,39,11354,0
72,co-op,formal,oil,0,efficiency kitchen,647,1,1,0,3,0,0,NA,NA,NA,11435,0
18,condo,formal,gas,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,NA,220,11355,0
NA,co-op,combo,gas,0,eatin,928,2,1,0,4,0,0,NA,NA,NA,11354,0
69,co-op,combo,gas,0,efficiency,770,3,1,0,5,0,0,NA,1000,NA,11354,0
13,co-op,combo,gas,0,eatin,438,2,3,0,4,0,0,NA,2143,NA,11355,0
87,co-op,combo,gas,0,eatin,950,2,2,0,6,0,0,NA,1400,NA,11354,0
87,co-op,combo,NA,0,eatin,571,1,1,0,4,0,0,NA,800,NA,11354,0
84,co-op,combo,gas,0,eatin,604,1,1,0,3,0,55,NA,750,NA,11367,0
69,co-op,other,gas,0,combo,NA,2,2,0,5,0,0,NA,NA,NA,11415,0
69,co-op,combo,gas,0,efficiency kitchen,560,1,1,0,3,0,0,NA,NA,NA,11435,0
59,co-op,formal,NA,0,efficiency kitchen,1149,3,2,0,8,150,0,NA,NA,1149,11354,0
59,co-op,formal,gas,0,eatin,NA,3,2,0,7,0,0,NA,NA,NA,11354,0
65,co-op,combo,oil,0,efficiency kitchen,546,NA,1,0,2,0,0,NA,NA,NA,11435,0
74,co-op,combo,NA,0,efficiency kitchen,380,NA,1,0,2,0,0,NA,400,NA,11435,0
17,condo,combo,gas,0,combo,NA,2,2,0,6,0,0,NA,855,492,11354,0
17,condo,combo,gas,0,combo,NA,2,2,0,6,0,0,NA,NA,492,11354,513
15,condo,combo,gas,0,efficiency kitchen,245,1,1,0,3,28,0,NA,NA,30,11435,0
22,condo,combo,gas,0,combo,NA,2,1,0,4,0,0,NA,1260,NA,11356,214
39,co-op,combo,electric,0,eatin,493,NA,1,0,2,250,0,NA,NA,NA,11355,0
76,co-op,formal,oil,0,efficiency kitchen,975,2,1,0,5,0,0,NA,900,NA,11435,0
36,condo,combo,gas,0,combo,NA,2,1,0,5,15,0,NA,915,3858,11355,433
64,co-op,combo,gas,0,eatin,857,2,1,0,5,0,0,NA,NA,NA,11355,0
76,co-op,formal,oil,0,combo,570,1,1,0,3,0,0,NA,NA,NA,11367,0
74,co-op,formal,gas,0,efficiency kitchen,NA,2,1,0,5,75,0,NA,1000,1311,11367,0
65,co-op,combo,oil,0,combo,850,2,1,0,4,0,0,NA,NA,NA,11355,0
59,co-op,combo,gas,1,eatin,680,2,1,0,4,130,0,NA,900,NA,11354,0
74,co-op,combo,gas,0,eatin,800,2,1,0,4,0,0,NA,900,NA,11367,0
74,co-op,other,oil,0,efficiency kitchen,552,1,1,0,4,0,0,NA,NA,NA,11355,0
61,co-op,combo,NA,0,eatin,914,2,1,0,4,26,0,NA,800,NA,11366,0
70,co-op,combo,gas,0,eatin,737,1,1,0,3,39,0,NA,NA,NA,11367,0
70,co-op,NA,gas,0,eatin,865,1,1,0,4,0,0,NA,NA,NA,11367,0
35,condo,combo,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,500,2894,11354,457
35,condo,combo,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,500,2850,11354,420
74,co-op,formal,gas,0,eatin,995,1,1,0,4,75,35,NA,NA,NA,11367,0
74,co-op,formal,gas,0,efficiency kitchen,969,1,1,0,4,0,0,NA,NA,NA,11367,0
37,condo,formal,gas,0,eatin,NA,3,2,0,4,0,0,NA,1250,6700,11354,627
37,condo,NA,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,580,4506,11354,204
74,co-op,combo,gas,0,efficiency kitchen,1311,2,1,0,5,0,40,NA,1000,NA,11367,0
36,condo,combo,gas,1,efficiency kitchen,NA,2,2,0,5,0,0,NA,1050,3400,11354,547
77,co-op,formal,gas,0,eatin,1372,2,1,0,4,0,0,NA,1000,NA,11415,0
59,condo,NA,gas,0,efficiency,NA,2,2,0,5,0,0,NA,NA,3721,11414,614
35,condo,combo,gas,0,eatin,311,3,2,0,6,0,0,NA,NA,2780,11417,0
76,co-op,formal,gas,0,eatin,1312,2,1,0,5,75,0,NA,NA,NA,11432,0
17,condo,combo,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,739,632,11357,389
NA,condo,combo,gas,1,combo,NA,NA,1,0,3,0,0,NA,500,2092,11367,369
51,condo,combo,gas,1,efficiency kitchen,NA,2,2,0,6,0,0,NA,1000,3220,11367,641
39,condo,formal,gas,0,eatin,NA,2,2,0,5,0,0,NA,NA,2775,11417,348
76,co-op,formal,gas,1,efficiency kitchen,1283,2,1,0,5,75,50,NA,NA,NA,11432,0
76,co-op,NA,gas,0,efficiency kitchen,1312,2,1,0,4,0,0,NA,NA,NA,11432,0
74,co-op,combo,oil,0,efficiency kitchen,1312,2,1,0,4,75,0,NA,NA,NA,11367,0
72,co-op,formal,oil,0,combo,627,1,1,0,3,0,0,NA,650,NA,11367,0
74,co-op,formal,NA,0,efficiency kitchen,1310,2,1,0,5,75,40,NA,1000,NA,11435,0
64,co-op,combo,gas,0,efficiency kitchen,1000,2,2,0,5,0,0,NA,1100,NA,11414,0
64,co-op,NA,oil,0,efficiency kitchen,675,1,1,0,3,0,0,NA,NA,NA,11414,0
42,condo,combo,gas,0,eatin,NA,3,2,0,6,0,0,NA,NA,4000,11414,295
58,condo,NA,gas,0,efficiency kitchen,NA,1,1,0,4,0,0,NA,750,3388,11414,530
NA,condo,formal,gas,1,eatin,NA,3,2,0,6,0,0,NA,NA,2100,11414,295
59,co-op,NA,gas,0,efficiency kitchen,670,1,1,0,4,0,0,NA,NA,NA,11414,0
51,condo,combo,gas,0,efficiency,NA,2,1,0,5,0,0,NA,NA,2567,11367,623
51,condo,combo,electric,1,efficiency kitchen,NA,2,1,0,5,0,0,NA,NA,2663,11367,553
51,condo,NA,electric,1,combo,641,2,2,0,5,0,0,NA,1002,4638,11367,0
78,co-op,NA,gas,0,combo,NA,1,1,0,3,0,0,NA,NA,NA,11367,620
61,condo,combo,gas,0,eatin,NA,1,1,0,3,0,0,NA,767,3470,11367,412
61,co-op,combo,oil,0,efficiency kitchen,718,1,1,0,4,30,0,NA,NA,NA,11414,0
59,co-op,formal,gas,0,efficiency kitchen,1007,2,2,0,5,15,0,NA,NA,NA,11414,0
59,co-op,NA,oil,0,efficiency kitchen,782,1,1,0,3,0,0,NA,NA,NA,11414,0
74,co-op,formal,gas,0,efficiency kitchen,672,2,1,0,5,0,0,NA,NA,NA,11414,0
64,condo,NA,oil,0,none,NA,2,1,0,5,0,0,NA,NA,2500,11414,275
45,condo,formal,gas,0,eatin,NA,6,3,0,14,0,0,NA,2871,4838,11414,0
45,condo,NA,gas,1,eatin,NA,5,3,0,13,0,0,NA,NA,5323,11414,250
62,co-op,combo,oil,0,combo,527,NA,1,0,2,0,0,NA,NA,NA,11432,0
63,co-op,other,oil,0,efficiency kitchen,504,NA,1,0,3,50,0,NA,NA,NA,11432,0
96,co-op,NA,gas,0,efficiency,467,NA,1,0,0,0,48,NA,NA,NA,11357,0
74,co-op,formal,oil,0,efficiency kitchen,975,2,1,0,5,0,0,NA,NA,NA,11357,0
74,co-op,combo,gas,1,combo,981,3,1,0,4,20,0,NA,900,NA,11357,0
71,co-op,combo,oil,0,efficiency kitchen,1398,3,1,0,5,60,0,NA,NA,NA,11357,0
71,co-op,combo,oil,0,efficiency,895,1,1,0,3,60,0,NA,NA,NA,11357,0
71,co-op,combo,oil,0,efficiency kitchen,1087,2,1,0,5,60,0,NA,NA,NA,11357,0
66,co-op,combo,gas,1,eatin,900,1,1,0,3,0,0,NA,NA,NA,11357,0
66,co-op,other,other,0,combo,530,NA,1,0,1,0,0,NA,550,NA,11432,0
66,co-op,other,oil,0,efficiency kitchen,780,1,1,0,4,0,0,NA,800,NA,11432,0
74,co-op,formal,gas,1,efficiency,923,2,1,0,4,20,40,NA,715,NA,11360,0
55,co-op,formal,gas,0,eatin,2321,3,2,0,7,130,0,NA,1500,NA,11357,0
61,co-op,formal,oil,1,eatin,1288,1,1,0,4,123,42,NA,1150,NA,11357,0
62,co-op,NA,gas,0,eatin,1351,1,1,0,1,133,0,NA,1160,NA,11357,0
62,co-op,NA,gas,0,combo,1725,2,2,0,4,133,0,NA,1350,NA,11357,0
56,co-op,formal,oil,0,eatin,2712,3,3,0,7,123,40,NA,2400,NA,11357,0
NA,co-op,formal,oil,0,eatin,1425,1,1,0,4,0,0,NA,NA,NA,11357,0
55,co-op,formal,gas,1,eatin,2279,3,2,0,7,130,0,NA,1500,NA,11357,0
71,co-op,combo,oil,0,eatin,1461,3,1,0,6,70,36,NA,NA,NA,11357,0
36,condo,NA,gas,0,eatin,NA,3,1,0,7,0,0,NA,NA,2460,11434,0
66,co-op,combo,oil,0,efficiency kitchen,893,1,1,0,3,60,39,NA,800,NA,11357,0
66,co-op,combo,oil,0,efficiency kitchen,1138,2,1,0,4,60,39,NA,1000,NA,11357,0
24,condo,formal,gas,0,efficiency kitchen,NA,3,2,1,6,0,0,NA,2274,NA,11357,923
43,condo,formal,gas,0,eatin,350,1,1,0,3,0,0,NA,755,2400,11358,0
75,co-op,formal,gas,1,efficiency kitchen,867,2,1,0,6,100,0,NA,NA,NA,11358,0
64,co-op,combo,gas,0,efficiency kitchen,764,1,1,0,3,0,0,NA,NA,NA,11432,0
74,co-op,combo,oil,0,combo,1069,2,1,0,5,0,0,NA,NA,NA,17-30,0
56,co-op,formal,oil,0,eatin,2002,3,2,1,6,89,0,NA,NA,NA,11360,0
17,condo,combo,gas,0,efficiency kitchen,NA,1,1,1,5,0,0,NA,985,232,11432,574
17,condo,combo,gas,0,efficiency,NA,1,1,1,5,0,0,NA,985,232,11432,574
54,co-op,combo,gas,0,efficiency kitchen,1506,2,2,0,5,0,40,NA,NA,NA,11360,0
54,co-op,combo,gas,0,efficiency kitchen,1066,1,1,0,3,0,40,NA,NA,NA,11360,0
54,co-op,combo,oil,1,eatin,767,1,1,0,4,135,40,NA,800,NA,11360,0
54,co-op,formal,oil,0,eatin,NA,1,1,0,4,135,0,NA,NA,NA,11360,0
54,co-op,formal,gas,1,efficiency kitchen,1417,3,2,0,6,135,0,NA,NA,NA,11360,97
56,co-op,NA,gas,1,efficiency kitchen,1128,1,1,0,3,149,40,NA,900,NA,11360,0
55,co-op,combo,oil,1,eatin,1100,1,1,0,4,0,40,NA,900,NA,11360,0
54,co-op,formal,gas,1,efficiency kitchen,1627,3,2,0,6,135,42,NA,NA,NA,11360,111
55,co-op,combo,gas,0,combo,914,1,1,0,3,0,0,NA,780,NA,11360,0
66,co-op,combo,gas,0,efficiency kitchen,560,1,1,0,3,18,0,NA,NA,NA,11360,0
55,co-op,combo,oil,1,eatin,1060,1,1,0,3,135,40,NA,700,NA,11360,0
46,co-op,NA,gas,1,combo,1134,1,1,0,4,135,40,NA,880,NA,11360,0
54,co-op,combo,oil,1,eatin,1450,2,2,0,5,150,40,NA,1200,NA,11360,0
54,co-op,combo,oil,1,efficiency kitchen,998,1,1,0,4,149,40,NA,NA,NA,11360,75
54,co-op,formal,oil,1,eatin,1850,2,2,0,5,135,40,NA,1300,NA,11360,0
54,co-op,NA,gas,0,efficiency kitchen,969,1,1,0,4,0,40,NA,NA,NA,11360,0
54,co-op,combo,gas,1,eatin,939,1,1,0,4,0,0,NA,NA,NA,11360,0
14,condo,formal,gas,0,combo,NA,2,2,0,5,0,0,NA,1600,250,11385,250
66,co-op,combo,gas,0,eatin,991,1,1,0,4,60,0,NA,850,NA,11360,0
69,co-op,NA,gas,0,efficiency kitchen,1057,2,1,0,4,0,50,NA,NA,NA,11360,0
69,co-op,combo,gas,0,eatin,1100,2,1,0,5,0,0,NA,NA,NA,11360,0
54,co-op,formal,gas,0,eatin,NA,3,2,1,6,0,0,NA,NA,NA,11360,0
66,co-op,NA,other,0,eatin,918,1,1,0,4,60,0,NA,NA,NA,11360,0
64,co-op,NA,gas,0,eatin,1470,2,2,0,5,50,45,NA,1300,NA,11360,0
65,co-op,NA,other,0,eatin,1245,2,1,0,5,60,0,NA,NA,NA,11360,0
74,co-op,combo,gas,1,eatin,1016,2,1,0,5,20,0,NA,NA,NA,11360,0
74,co-op,NA,gas,0,eatin,624,1,1,0,4,0,0,NA,NA,NA,11423,0
69,co-op,NA,oil,0,efficiency kitchen,641,1,1,0,3,0,0,NA,NA,NA,11365,0
74,co-op,NA,oil,0,efficiency kitchen,965,2,1,0,5,0,0,NA,NA,NA,11365,0
16,condo,combo,gas,1,efficiency kitchen,NA,2,2,0,5,0,0,NA,941,500,11385,527
64,co-op,combo,gas,0,efficiency kitchen,975,2,1,0,5,0,50,NA,NA,NA,11357,0
42,condo,NA,oil,0,efficiency kitchen,NA,NA,1,0,2,0,0,NA,NA,2490,11360,361
43,condo,formal,oil,0,eatin,NA,2,2,0,6,0,0,NA,NA,5300,11360,0
42,condo,combo,gas,0,eatin,NA,1,1,0,4,0,0,NA,NA,3312,11360,543
131,condo,formal,gas,0,eatin,NA,1,1,0,4,90,0,NA,NA,3000,11360,558
69,co-op,formal,gas,0,eatin,642,1,1,0,3,0,50,NA,NA,NA,11423,0
39,condo,combo,gas,1,eatin,NA,3,2,0,6,0,0,NA,NA,6486,11360,630
42,condo,combo,gas,0,eatin,NA,1,1,0,3,0,0,NA,700,3268,11360,500
39,condo,combo,gas,0,eatin,389,1,1,0,4,0,0,NA,NA,3600,11360,130
41,condo,combo,gas,1,combo,596,2,2,0,4,0,0,NA,NA,NA,11360,0
64,co-op,combo,gas,0,efficiency kitchen,1668,3,2,0,7,25,0,NA,NA,NA,11360,0
64,co-op,formal,oil,0,eatin,1608,3,2,0,6,26,45,NA,1500,NA,11360,0
41,condo,combo,gas,1,combo,NA,1,1,0,4,0,0,NA,NA,3241,11360,458
101,co-op,combo,gas,0,eatin,806,1,1,0,3,0,0,NA,600,NA,11105,0
68,co-op,NA,NA,0,eatin,750,2,1,0,5,0,0,NA,750,NA,11105,0
69,co-op,formal,gas,0,efficiency kitchen,540,1,1,0,4,60,0,NA,NA,NA,11364,0
69,co-op,formal,gas,0,efficiency,600,1,1,0,4,65,0,NA,NA,NA,11364,0
101,co-op,NA,oil,0,eatin,NA,3,1,0,5,0,0,NA,NA,NA,11105,852
54,co-op,formal,oil,1,efficiency kitchen,1923,3,2,1,6,135,0,NA,NA,NA,11360,75
73,co-op,combo,gas,0,efficiency kitchen,614,3,1,0,6,0,0,NA,NA,NA,11364,0
72,co-op,combo,gas,0,eatin,815,2,1,0,4,0,0,NA,NA,NA,11364,0
96,co-op,NA,gas,0,combo,904,2,1,0,4,0,0,NA,650,NA,11105,0
74,co-op,formal,gas,0,combo,463,2,1,0,5,0,0,NA,NA,NA,11364,0
101,co-op,NA,oil,0,combo,822,3,1,0,5,0,0,NA,NA,NA,11105,0
NA,condo,combo,electric,0,combo,NA,1,1,0,3,0,0,NA,890,30,11101,599
41,condo,NA,gas,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,NA,2096,11364,183
41,condo,combo,gas,0,eatin,NA,3,2,0,6,0,0,NA,1055,3200,11364,268
63,co-op,combo,NA,0,efficiency kitchen,742,1,1,0,3,66,0,NA,800,NA,11361,0
62,co-op,combo,gas,0,efficiency kitchen,1054,1,1,0,4,0,40,NA,852,NA,11361,0
62,co-op,combo,gas,0,efficiency kitchen,954,1,1,0,3,0,41,NA,NA,NA,11361,0
69,co-op,other,gas,0,efficiency kitchen,661,2,1,0,4,0,50,NA,NA,NA,11427,0
64,co-op,NA,oil,0,eatin,681,2,1,0,5,0,0,NA,NA,NA,11427,0
76,condo,other,oil,0,efficiency kitchen,NA,2,1,0,4,0,0,NA,NA,2312,11370,426
60,co-op,NA,oil,0,eatin,NA,1,1,0,4,0,0,NA,NA,NA,11426,550
69,co-op,formal,gas,0,efficiency kitchen,719,2,1,0,5,0,50,NA,NA,NA,11427,0
74,co-op,formal,oil,0,combo,628,2,1,0,4,18,0,NA,NA,NA,11427,0
69,co-op,other,oil,0,combo,NA,2,1,0,4,0,0,NA,806,NA,11427,670
69,co-op,formal,gas,0,efficiency kitchen,700,2,1,0,4,0,0,NA,NA,NA,11427,0
69,co-op,NA,gas,0,efficiency kitchen,640,1,1,0,3,0,50,NA,NA,NA,11364,0
NA,co-op,NA,NA,0,NA,NA,2,1,0,NA,0,0,NA,NA,NA,11364,0
